Customer ID,Customer Name,Segment
KB-16405,Katrina Bavinger,Home Office
KF-16285,Karen Ferguson,Home Office
KM-16375,Katherine Murray,Home Office
KN-16705,Kristina Nunn,Home Office
LB-16795,Laurel Beltran,Home Office
LC-16960,Lindsay Castell,Home Office
LS-16975,Lindsay Shagiari,Home Office
MA-17560,Matt Abelman,Home Office
MA-17995,Michelle Arnett,Home Office
ME-17320,Maria Etezadi,Home Office
MG-17650,Matthew Grinstein,Home Office
MG-17680,Maureen Gastineau,Home Office
MG-17875,Michael Grace,Home Office
MG-17890,Michael Granlund,Home Office
MH-17290,Marc Harrigan,Home Office
MH-18115,Mick Hernandez,Home Office
ML-17755,Max Ludwig,Home Office
MO-17800,Meg O'Connel,Home Office
MP-17470,Mark Packer,Home Office
MP-18175,Mike Pelletier,Home Office
MR-17545,Mathew Reese,Home Office
MT-18070,Michelle Tran,Home Office
MZ-17335,Maria Zettner,Home Office
NF-18475,Neil Französisch,Home Office
NF-18595,Nicole Fjeld,Home Office
NK-18490,Neil Knudson,Home Office
NL-18310,Nancy Lomonaco,Home Office
NM-18445,Nathan Mautz,Home Office
NP-18685,Nora Pelletier,Home Office
NZ-18565,Nick Zandusky,Home Office
PA-19060,Pete Armstrong,Home Office
PB-18805,Patrick Bzostek,Home Office
PC-19000,Pauline Chand,Home Office
PH-18790,Patricia Hirasaki,Home Office
PK-18910,Paul Knutson,Home Office
PL-18925,Paul Lucas,Home Office
PM-19135,Peter McVee,Home Office
PN-18775,Parhena Norris,Home Office
PO-19180,Philisse Overcash,Home Office
PO-19195,Phillina Ober,Home Office
PP-18955,Paul Prost,Home Office
PS-18970,Paul Stevenson,Home Office
PS-19045,Penelope Sewall,Home Office
PV-18985,Paul Van Hugh,Home Office
RB-19465,Rick Bensley,Home Office
RB-19705,Roger Barcio,Home Office
RB-19795,Ross Baird,Home Office
RD-19660,Robert Dilbeck,Home Office
RD-19810,Ross DeVincentis,Home Office
RH-19510,Rick Huthwaite,Home Office
RM-19675,Robert Marley,Home Office
RS-19870,Roy Skaria,Home Office
SC-20050,Sample Company A,Home Office
SC-20680,Steve Carroll,Home Office
SD-20485,Shirley Daniels,Home Office
SJ-20125,Sanjit Jacobs,Home Office
SL-20155,Sara Luxemburg,Home Office
SM-20320,Sean Miller,Home Office
SN-20560,Skye Norling,Home Office
SN-20710,Steve Nguyen,Home Office
SR-20425,Sharelle Roach,Home Office
SR-20740,Steven Roelle,Home Office
SS-20515,Shirley Schmidt,Home Office
SU-20665,Stephanie Ulpright,Home Office
SW-20350,Sean Wendt,Home Office
SZ-20035,Sam Zeldin,Home Office
TA-21385,Tom Ashbrook,Home Office
TB-21190,Thomas Brumley,Home Office
TC-21475,Tony Chapman,Home Office
TC-21535,Tracy Collins,Home Office
TH-21550,Tracy Hopkins,Home Office
TN-21040,Tanja Norvell,Home Office
TT-21460,Tonja Turnell,Home Office
TW-21025,Tamara Willingham,Home Office
VF-21715,Vicky Freymann,Home Office
VM-21685,Valerie Mitchum,Home Office
VP-21730,Victor Preis,Home Office
VT-21700,Valerie Takahito,Home Office
